,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,14,4,0,1,6,33,40,98
Percentage,14.29%,4.08%,0.00%,1.02%,6.12%,33.67%,40.82%,74.49%
Avr. Est. BABIP Against,0.69,0.56,0,0.99,N/A,N/A,0.15,0.33
Avr. Est. WOBA Against,0.66,0.58,0,2.01,N/A,N/A,0.16,0.35

Morton vs PHI 2021 Record 

Alexander vs MIN 2021 Record 
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,5,3,0,3,4,4,23,42
Percentage,11.90%,7.14%,0.00%,7.14%,9.52%,9.52%,54.76%,64.29%
Avr. Est. BABIP Against,0.67,0.66,0,0.76,N/A,N/A,0.25,0.4
Avr. Est. WOBA Against,0.66,1.04,0,1.41,N/A,N/A,0.27,0.5

TBD5 vs DET 2021 Record 

Woodruff vs STL 2021 Record 
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,7,3,0,3,3,24,28,68
Percentage,10.29%,4.41%,0.00%,4.41%,4.41%,35.29%,41.18%,76.47%
Avr. Est. BABIP Against,0.71,0.51,0,0.78,N/A,N/A,0.18,0.37
Avr. Est. WOBA Against,0.69,0.48,0,1.47,N/A,N/A,0.2,0.43

Wainwright vs MIL 2021 Record 
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,14,6,0,2,9,15,39,85
Percentage,16.47%,7.06%,0.00%,2.35%,10.59%,17.65%,45.88%,63.53%
Avr. Est. BABIP Against,0.68,0.3,0,0.64,N/A,N/A,0.22,0.37
Avr. Est. WOBA Against,0.65,0.35,0,1.25,N/A,N/A,0.24,0.39

Naughton vs TEX 2021 Record 

Alexy vs LAA 2021 Record 

Civale vs KC 2021 Record 
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,5,0,1,1,3,2,10,22
Percentage,22.73%,0.00%,4.55%,4.55%,13.64%,9.09%,45.45%,54.55%
Avr. Est. BABIP Against,0.46,0,0.82,0.59,N/A,N/A,0.22,0.41
Avr. Est. WOBA Against,0.43,0,0.8,1.03,N/A,N/A,0.26,0.46

Singer vs CLE 2021 Record 
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,8,2,0,0,3,10,22,45
Percentage,17.78%,4.44%,0.00%,0.00%,6.67%,22.22%,48.89%,71.11%
Avr. Est. BABIP Against,0.39,0.33,0,0,N/A,N/A,0.21,0.28
Avr. Est. WOBA Against,0.38,0.46,0,0,N/A,N/A,0.21,0.29

Wacha vs HOU 2021 Record 
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,2,2,0,1,0,3,4,12
Percentage,16.67%,16.67%,0.00%,8.33%,0.00%,25.00%,33.33%,58.33%
Avr. Est. BABIP Against,0.8,0.76,0,0.94,N/A,N/A,0.23,0.58
Avr. Est. WOBA Against,0.79,0.97,0,1.76,N/A,N/A,0.22,0.72

Urquidy vs TB 2021 Record 
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,4,0,0,0,1,5,16,26
Percentage,15.38%,0.00%,0.00%,0.00%,3.85%,19.23%,61.54%,80.77%
Avr. Est. BABIP Against,0.52,0,0,0,N/A,N/A,0.13,0.21
Avr. Est. WOBA Against,0.5,0,0,0,N/A,N/A,0.17,0.24

O'Brien vs CWS 2021 Record 

Lopez vs CIN 2021 Record 

Corbin vs COL 2021 Record 
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,4,4,0,2,3,5,6,24
Percentage,16.67%,16.67%,0.00%,8.33%,12.50%,20.83%,25.00%,45.83%
Avr. Est. BABIP Against,0.63,0.64,0,0.56,N/A,N/A,0.21,0.47
Avr. Est. WOBA Against,0.59,0.9,0,1.08,N/A,N/A,0.2,0.59

Freeland vs WSH 2021 Record 
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,6,1,0,0,1,7,5,20
Percentage,30.00%,5.00%,0.00%,0.00%,5.00%,35.00%,25.00%,60.00%
Avr. Est. BABIP Against,0.66,0.59,0,0,N/A,N/A,0.15,0.49
Avr. Est. WOBA Against,0.62,0.67,0,0,N/A,N/A,0.14,0.47

Weaver vs SF 2021 Record 

Webb vs ARI 2021 Record 

Darvish vs LAD 2021 Record 
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,6,3,1,2,7,35,38,92
Percentage,6.52%,3.26%,1.09%,2.17%,7.61%,38.04%,41.30%,79.35%
Avr. Est. BABIP Against,0.75,0.64,0.52,0.77,N/A,N/A,0.22,0.37
Avr. Est. WOBA Against,0.73,0.7,0.6,1.31,N/A,N/A,0.21,0.39

Buehler vs SD 2021 Record 
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,14,3,0,3,4,26,45,95
Percentage,14.74%,3.16%,0.00%,3.16%,4.21%,27.37%,47.37%,74.74%
Avr. Est. BABIP Against,0.54,0.6,0,0.89,N/A,N/A,0.21,0.35
Avr. Est. WOBA Against,0.51,0.66,0,1.75,N/A,N/A,0.25,0.41
