Espino vs COL 2021 Record ,,,,,,,,
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,1,2,0,1,0,3,15,22
Percentage,4.55%,9.09%,0.00%,4.55%,0.00%,13.64%,68.18%,81.82%
Avr. Est. BABIP Against,0.4,0.91,0,0.9,N/A,N/A,0.2,0.34
Avr. Est. WOBA Against,0.39,0.87,0,1.83,N/A,N/A,0.2,0.38
,,,,,,,,
Junk vs TEX 2021 Record ,,,,,,,,
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,4,0,0,2,1,2,7,16
Percentage,25.00%,0.00%,0.00%,12.50%,6.25%,12.50%,43.75%,56.25%
Avr. Est. BABIP Against,0.65,0,0,0.54,N/A,N/A,0.28,0.45
Avr. Est. WOBA Against,0.62,0,0,0.98,N/A,N/A,0.27,0.49
,,,,,,,,
Hearn vs LAA 2021 Record ,,,,,,,,
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,8,1,0,4,5,11,25,54
Percentage,14.81%,1.85%,0.00%,7.41%,9.26%,20.37%,46.30%,66.67%
Avr. Est. BABIP Against,0.37,0.81,0,0.81,N/A,N/A,0.28,0.37
Avr. Est. WOBA Against,0.34,0.76,0,1.5,N/A,N/A,0.3,0.46
,,,,,,,,
Plesac vs KC 2021 Record ,,,,,,,,
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,2,3,0,2,0,11,18,36
Percentage,5.56%,8.33%,0.00%,5.56%,0.00%,30.56%,50.00%,80.56%
Avr. Est. BABIP Against,0.74,0.44,0,0.6,N/A,N/A,0.23,0.34
Avr. Est. WOBA Against,0.72,0.6,0,1.08,N/A,N/A,0.27,0.42
,,,,,,,,
Lynch vs CLE 2021 Record ,,,,,,,,
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,3,3,1,1,7,8,18,41
Percentage,7.32%,7.32%,2.44%,2.44%,17.07%,19.51%,43.90%,63.41%
Avr. Est. BABIP Against,0.86,0.67,0.63,0.6,N/A,N/A,0.21,0.41
Avr. Est. WOBA Against,0.83,0.86,0.77,1.09,N/A,N/A,0.22,0.46
,,,,,,,,
Rasmussen vs HOU 2021 Record ,,,,,,,,
,,,,,,,,
Garcia vs TB 2021 Record ,,,,,,,,
,,,,,,,,
Gray vs CWS 2021 Record ,,,,,,,,
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,2,0,0,0,2,8,12,24
Percentage,8.33%,0.00%,0.00%,0.00%,8.33%,33.33%,50.00%,83.33%
Avr. Est. BABIP Against,0.47,0,0,0,N/A,N/A,0.22,0.26
Avr. Est. WOBA Against,0.44,0,0,0,N/A,N/A,0.21,0.25
,,,,,,,,
Rodon vs CIN 2021 Record ,,,,,,,,
,,,,,,,,
Kelly vs SF 2021 Record ,,,,,,,,
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,19,5,1,5,5,24,57,116
Percentage,16.38%,4.31%,0.86%,4.31%,4.31%,20.69%,49.14%,69.83%
Avr. Est. BABIP Against,0.53,0.58,0.35,0.72,N/A,N/A,0.21,0.34
Avr. Est. WOBA Against,0.5,0.63,0.5,1.4,N/A,N/A,0.21,0.37
,,,,,,,,
Wood vs ARI 2021 Record ,,,,,,,,
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,12,6,1,2,7,25,34,87
Percentage,13.79%,6.90%,1.15%,2.30%,8.05%,28.74%,39.08%,67.82%
Avr. Est. BABIP Against,0.48,0.7,0.41,0.7,N/A,N/A,0.24,0.38
Avr. Est. WOBA Against,0.46,0.74,0.44,1.29,N/A,N/A,0.26,0.41
,,,,,,,,
Weathers vs LAD 2021 Record ,,,,,,,,
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,3,0,0,0,3,10,17,33
Percentage,9.09%,0.00%,0.00%,0.00%,9.09%,30.30%,51.52%,81.82%
Avr. Est. BABIP Against,0.67,0,0,0,N/A,N/A,0.33,0.45
Avr. Est. WOBA Against,0.65,0,0,0,N/A,N/A,0.41,0.51
,,,,,,,,
Scherzer vs SD 2021 Record ,,,,,,,,
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,4,4,0,4,5,34,42,93
Percentage,4.30%,4.30%,0.00%,4.30%,5.38%,36.56%,45.16%,81.72%
Avr. Est. BABIP Against,0.47,0.39,0,0.94,N/A,N/A,0.18,0.29
Avr. Est. WOBA Against,0.45,0.4,0,1.79,N/A,N/A,0.25,0.4
,,,,,,,,
Montas vs SEA 2021 Record ,,,,,,,,
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,2,4,0,4,4,21,15,50
Percentage,4.00%,8.00%,0.00%,8.00%,8.00%,42.00%,30.00%,72.00%
Avr. Est. BABIP Against,0.49,0.84,0,0.91,N/A,N/A,0.15,0.41
Avr. Est. WOBA Against,0.45,0.83,0,1.79,N/A,N/A,0.18,0.56
,,,,,,,,
Gilbert vs OAK 2021 Record ,,,,,,,,
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,7,7,0,0,2,14,21,51
Percentage,13.73%,13.73%,0.00%,0.00%,3.92%,27.45%,41.18%,68.63%
Avr. Est. BABIP Against,0.73,0.66,0,0,N/A,N/A,0.22,0.42
Avr. Est. WOBA Against,0.72,0.88,0,0,N/A,N/A,0.26,0.49
