Bubic vs DET 2021 Record ,,,,,,,,
Instances,1,2,0,1,0,10,6,20
Percentage,5.00%,10.00%,0.00%,5.00%,0.00%,50.00%,30.00%,80.00%
Avr. Est. BABIP Against,0.88,0.7,0,0.92,N/A,N/A,0.24,0.51
Avr. Est. WOBA Against,0.86,0.69,0,1.79,N/A,N/A,0.26,0.61
,,,,,,,,
Urias vs ARI 2021 Record ,,,,,,,,
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,9,1,0,0,2,20,29,61
Percentage,14.75%,1.64%,0.00%,0.00%,3.28%,32.79%,47.54%,80.33%
Avr. Est. BABIP Against,0.41,0.23,0,0,N/A,N/A,0.18,0.24
Avr. Est. WOBA Against,0.39,0.29,0,0,N/A,N/A,0.19,0.24
,,,,,,,,
Mejia vs LAD 2021 Record ,,,,,,,,
,,,,,,,,
TBD2 vs SD 2021 Record ,,,,,,,,
,,,,,,,,
Musgrove vs ATL 2021 Record ,,,,,,,,
,,,,,,,,
Montgomery vs BOS 2021 Record ,,,,,,,,
,Single,Double,Triple,Home Run,Walk,Strikeout,Field Out,Total
Instances,15,2,0,2,7,21,38,85
Percentage,17.65%,2.35%,0.00%,2.35%,8.24%,24.71%,44.71%,69.41%
Avr. Est. BABIP Against,0.48,0.8,0,0.8,N/A,N/A,0.24,0.36
Avr. Est. WOBA Against,0.46,1.24,0,1.46,N/A,N/A,0.25,0.39
,,,,,,,,
Rodriguez vs NYY 2021 Record ,,,,,,,,
